      126	2017-11-09 12:48:31	74	0	0	0
       68	2017-11-09 14:27:55	74	0	0	0
        3	2017-11-09 18:00:20	74	0	0	0
      126	2017-11-09 18:32:48	74	0	0	0
       13	2017-11-09 18:35:07	74	0	0	0
       22	2017-11-09 19:23:10	74	0	0	0
      124	2017-11-09 19:25:14	74	0	0	0
      123	2017-11-09 19:26:08	74	0	0	0
      122	2017-11-09 19:26:31	74	0	0	0
      120	2017-11-09 19:26:37	74	0	0	0
      125	2017-11-09 19:27:44	74	0	0	0
       68	2017-11-09 20:36:57	74	0	0	0
       79	2017-11-09 20:37:04	74	0	0	0
        6	2017-11-09 20:37:08	74	0	0	0
       74	2017-11-09 20:38:39	74	0	0	0
       27	2017-11-09 20:38:43	74	0	0	0
       27	2017-11-09 20:38:47	74	0	0	0
      102	2017-11-09 20:39:11	74	0	0	0
        3	2017-11-10 08:14:31	74	0	0	0
       13	2017-11-10 09:54:54	74	0	0	0
      123	2017-11-10 10:00:18	74	0	0	0
      102	2017-11-10 10:10:29	74	0	0	0
        6	2017-11-10 10:10:32	74	0	0	0
      122	2017-11-10 10:13:54	74	0	0	0
       68	2017-11-10 10:18:14	74	0	0	0
       79	2017-11-10 10:18:16	74	0	0	0
       22	2017-11-10 10:18:19	74	0	0	0
      124	2017-11-10 10:21:25	74	0	0	0
       74	2017-11-10 10:24:16	74	0	0	0
      126	2017-11-10 10:28:22	74	0	0	0
      120	2017-11-10 10:49:24	74	0	0	0
       27	2017-11-10 10:56:55	74	0	0	0
       27	2017-11-10 10:56:57	74	0	0	0
      125	2017-11-10 11:38:04	74	0	0	0
        3	2017-11-10 14:00:26	74	0	0	0
       13	2017-11-10 18:38:03	74	0	0	0
       68	2017-11-10 19:20:14	74	0	0	0
       79	2017-11-10 19:20:38	74	0	0	0
      120	2017-11-10 19:23:13	74	0	0	0
      123	2017-11-10 19:24:29	74	0	0	0
      124	2017-11-10 19:24:36	74	0	0	0
      122	2017-11-10 19:28:32	74	0	0	0
      126	2017-11-10 19:31:31	74	0	0	0
       22	2017-11-10 19:34:53	74	0	0	0
       27	2017-11-10 19:43:25	74	0	0	0
      125	2017-11-10 19:44:19	74	0	0	0
       74	2017-11-10 20:34:11	74	0	0	0
        6	2017-11-10 20:34:32	74	0	0	0
      102	2017-11-10 20:34:36	74	0	0	0
        3	2017-11-11 08:15:35	74	0	0	0
        3	2017-11-11 08:15:37	74	0	0	0
      126	2017-11-11 09:40:19	74	0	0	0
        6	2017-11-11 10:14:35	74	0	0	0
      102	2017-11-11 10:14:42	74	0	0	0
      123	2017-11-11 10:47:54	74	0	0	0
      126	2017-11-11 15:10:08	74	0	0	0
      123	2017-11-11 15:22:13	74	0	0	0
        6	2017-11-11 15:57:19	74	0	0	0
       74	2017-11-11 15:57:42	74	0	0	0
      102	2017-11-11 15:57:48	74	0	0	0
        3	2017-11-11 15:58:43	74	0	0	0
        3	2017-11-13 08:44:45	74	0	0	0
       13	2017-11-13 09:38:43	74	0	0	0
       22	2017-11-13 09:51:47	74	0	0	0
      123	2017-11-13 09:58:49	74	0	0	0
      126	2017-11-13 10:04:37	74	0	0	0
        6	2017-11-13 10:16:44	74	0	0	0
      122	2017-11-13 10:17:58	74	0	0	0
       68	2017-11-13 10:19:59	74	0	0	0
       79	2017-11-13 10:20:03	74	0	0	0
       18	2017-11-13 10:20:26	74	0	0	0
       74	2017-11-13 10:20:37	74	0	0	0
      124	2017-11-13 10:26:23	74	0	0	0
      120	2017-11-13 10:27:12	74	0	0	0
      125	2017-11-13 10:33:13	74	0	0	0
       27	2017-11-13 10:39:42	74	0	0	0
       27	2017-11-13 10:39:43	74	0	0	0
      102	2017-11-13 14:06:21	74	0	0	0
